341264,292081
590707,474238
1019559,699569
1072818,944105
1723626,1211438
2930185,2014259
3213848,2181674
3250868,1505557
5243903,1345677
3227245,1384326
2928358,1198525
6432191,1061695
3535205,1175523
4105747,1915465
5444157,816374
4912233,543106
6103344,379298
3565365,359385
4552125,368187
6728504,439254
5399945,414906
6105878,326048
9620373,551803
7841949,573406
10666257,595059
11169266,248598
7715674,207007
8422092,201328
10827600,213059
9949750,217839
11717798,222922
12844508,213379
14011732,217447
13869533,258132
13382668,265772
14184052,268498
15896168,279029
27530871,634602
24148017,550020
23447534,454701
32749989,727312
30084217,614289
27476587,481586
25730567,372338
25523755,344959
25143723,329029
26172898,337133
25406170,345617
26529930,346989
28848718,356626
30005950,359657
32377659,372967
31142452,372495
48786273,844774
43763660,628355
56409391,801573
45042773,613117
58530381,761666
48610674,633198
44389884,511480
