DELTA  ERROR
90.0 , 0.5
100.0 , 0.46000003814697266
110.0 , 0.4399999976158142
120.0 , 0.3499999940395355
130.0 , 0.26999998092651367
140.0 , 0.17000000178813934
150.0 , 0.07999999821186066
160.0 , 0.06000000238418579
170.0 , 0.019999999552965164
180.0 , 0.0
190.0 , 0.0
200.0 , 0.0
210.0 , 0.0
220.0 , 0.0
230.0 , 0.0
240.0 , 0.0
250.0 , 0.0
260.0 , 0.0
270.0 , 0.019999999552965164
280.0 , 0.019999999552965164
290.0 , 0.03999999910593033
300.0 , 0.03999999910593033
310.0 , 0.05000000074505806
320.0 , 0.06000000238418579
330.0 , 0.10000000894069672
340.0 , 0.1600000113248825
350.0 , 0.21000000834465027
